1	1h	VCI	API3P	903809	ἡτοιμάσθησαν	ἡτοιμασθησαν	ητοιμασθησαν	ἑτοιμάζω				H(TOIMA/SQHSAN	E(TOIMA/ZW
1	1h	VA	AMN	310145	ἀπολέσθαι	ἀπολεσθαι	απολεσθαι	ἀπόλλυμι				A)POLE/SQAI	O)LLU/W          A)PO
1	1h	C		4	καὶ	και	και	καί				KAI\	KAI/
1	1h	VAI	AAI3P	895617	ἐβόησαν	ἐβοησαν	εβοησαν	βοάω				E)BO/HSAN	BOA/W
1	1h	P		8	πρὸς	προς	προς	πρός				PRO\S	PRO/S
1	1h	RA	ASM	10	τὸν	τον	τον	ὁ				TO\N	O(
1	1h	N2	ASM	9474	θεόν	θεον	θεον	θεός				QEO/N	QEO/S
1	1i	P		8	ἀπὸ	ἀπο	απο	ἀπό			.	A)PO\	A)PO/
1	1i	X		5	δὲ	δε	δε	δέ				DE\	DE/
1	1i	RA	GSF	10	τῆς	της	της	ὁ				TH=S	O(
1	1i	N1	GSF	13634	βοῆς	βοης	βοης	βοή				BOH=S	BOH/
1	1i	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός				AU)TW=N	AU)TO/S
1	1i	VBI	AMI3S	637569	ἐγένετο	ἐγενετο	εγενετο	γίνομαι				E)GE/NETO	GI/GNOMAI
1	1i	D		9	ὡσανεὶ	ὡσανει	ωσανει	ὡσανεί				W(SANEI\	W(SANEI/
1	1i	P		8	ἀπὸ	ἀπο	απο	ἀπό				A)PO\	A)PO/
1	1i	A1A	GSF	13635	μικρᾶς	μικρας	μικρας	μικρός				MIKRA=S	MIKRO/S
1	1i	N1	GSF	13634	πηγῆς	πηγης	πηγης	πηγή				PHGH=S	PHGH/
1	1i	N2	NSM	9346	ποταμὸς	ποταμος	ποταμος	ποταμός				POTAMO\S	POTAMO/S
1	1i	A1P	NSM	9347	μέγας	μεγας	μεγας	μέγας				ME/GAS	ME/GAS
1	1i	N3	NSN	17538	ὕδωρ	ὑδωρ	υδωρ	ὕδωρ			,	U(/DWR	U(/DWR
1	1i	A1P	NSN	17539	πολύ	πολυ	πολυ	πολύς				POLU/	POLU/S
1	1k	N3T	NSN	17538	φῶς	φως	φως	φῶς			·	FW=S	FW=S
1	1k	C		4	καὶ	και	και	καί	k			KAI\	KAI/
1	1k	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
1	1k	N2	NSM	9346	ἥλιος	ἡλιος	ηλιος	ἥλιος				H(/LIOS	H(/LIOS
1	1k	VAI	AAI3S	633473	ἀνέτειλεν	ἀνετειλεν	ανετειλεν	ἀνατέλλω				A)NE/TEILEN	TE/LLW           A)NA
1	1k	C		4	καὶ	και	και	καί				KAI\	KAI/
1	1k	RA	NPM	10	οἱ	οἱ	οι	ὁ			,	OI(	O(
1	1k	A1	NPM	9859	ταπεινοὶ	ταπεινοι	ταπεινοι	ταπεινός				TAPEINOI\	TAPEINO/S
1	1k	VCI	API3P	903809	ὑψώθησαν	ὑψωθησαν	υψωθησαν	ὑψόω				U(YW/QHSAN	U(YO/W
1	1k	C		4	καὶ	και	και	καί				KAI\	KAI/
1	1k	VBI	AAI3P	895617	κατέφαγον	κατεφαγον	κατεφαγον	κατεσθίω				KATE/FAGON	E)SQI/W          KATA
1	1k	RA	APM	10	τοὺς	τους	τους	ὁ				TOU\S	O(
1	1k	A1B	APM	9987	ἐνδόξους	ἐνδοξους	ενδοξους	ἔνδοξος				E)NDO/COUS	E)/NDOCOS
1	1l	C		4	καὶ	και	και	καί				KAI\	KAI/
1	1l	VC	APPNSM	4803521	διεγερθεὶς	διεγερθεις	διεγερθεις	διεγείρω			.	DIEGERQEI\S	E)GEI/RW         DIA
1	1l	N2	NSM	9346	Μαρδοχαῖος	μαρδοχαιος	μαρδοχαιος	Μαρδοχαῖος				*MARDOXAI=OS	*MARDOXAI=OS
1	1l	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
1	1l	VX	XAPNSM	4795841	ἑωρακὼς	ἑωρακως	εωρακως	ὁράω				E(WRAKW\S	O(RA/W
1	1l	RA	ASN	10	τὸ	το	το	ὁ				TO\	O(
1	1l	N2N	ASN	17666	ἐνύπνιον	ἐνυπνιον	ενυπνιον	ἐνύπνιον				E)NU/PNION	E)NU/PNION
1	1l	RD	ASN	11	τοῦτο	τουτο	τουτο	οὗτος				TOU=TO	OU(=TOS
1	1l	C		4	καὶ	και	και	καί				KAI\	KAI/
1	1l	RI	ASN	12	τί	τι	τι	τίς				TI/	TI/S
1	1l	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
1	1l	N2	NSM	9346	θεὸς	θεος	θεος	θεός				QEO\S	QEO/S
1	1l	VM	XMI3S	638081	βεβούλευται	βεβουλευται	βεβουλευται	βουλεύω				BEBOU/LEUTAI	BOULEU/W
1	1l	VA	AAN	306049	ποιῆσαι	ποιησαι	ποιησαι	ποιέω				POIH=SAI	POIE/W
1	1l	V1I	IAI3S	632449	εἶχεν	εἰχεν	ειχεν	ἔχω				EI)=XEN	E)/XW
1	1l	RD	ASN	11	αὐτὸ	αὐτο	αυτο	αὐτός			,	AU)TO\	AU)TO/S
1	1l	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	1l	RA	DSF	10	τῇ	τη	τη	ὁ				TH=|	O(
1	1l	N1A	DSF	13698	καρδίᾳ	καρδια	καρδια	καρδία				KARDI/A|	KARDI/A
1	1l	C		4	καὶ	και	και	καί				KAI\	KAI/
1	1l	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	1l	A3	DSM	9603	παντὶ	παντι	παντι	πᾶς				PANTI\	PA=S
1	1l	N2	DSM	9602	λόγῳ	λογω	λογω	λόγος				LO/GW|	LO/GOS
